Designation (and name),Prov. Des.,q,Q,EMoid,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,"Discovery date, site and discoverer(s)"
,2008 QV11,0.497,1.319,0.09827,21.0,20170216,168.3,7.4,114.4,8.3,0.453,0.908,3,MPO 346231,2008/08/26 E12 Siding Spring Survey
,2008 QU3,0.654,1.085,0.06415,20.5,20170216,296.7,241.2,303.6,14.1,0.248,0.869,2,MPO 239649,2008/08/22 704 LINEAR
,2008 PR9,0.461,1.426,0.02229,22.5,20170216,23.0,75.4,19.0,3.3,0.512,0.943,2,MPO 378285,2008/08/08 E12 Siding Spring Survey
,2008 NA,0.671,1.252,0.02526,23.7,20170216,140.6,52.9,104.8,9.9,0.302,0.962,( 10d),MPO 140778,2008/07/01 703 Catalina Sky Survey
,2008 MG1,0.139,1.428,0.07370,19.9,20170216,353.4,108.9,352.4,5.7,0.823,0.783,4,MPO 346231,2008/06/27 E12 Siding Spring Survey
,2008 LH2,0.709,1.249,0.00370,24.4,20170216,79.2,249.2,249.3,5.8,0.276,0.979,( 37d),MPO 140777,2008/06/04 704 LINEAR
,2008 LG2,0.658,1.048,0.00289,25.2,20170216,208.6,336.5,86.3,3.1,0.229,0.853,2,MPO 343482,2008/06/03 704 LINEAR
,2008 LD,0.754,1.030,0.00257,28.9,20170216,274.1,201.4,250.9,6.5,0.155,0.892,( 8d),MPO 140227,2008/06/02 G96 Mt. Lemmon Survey
,2008 KV2,0.500,1.200,0.04359,21.3,20170216,257.5,347.5,67.1,5.1,0.412,0.850,3,MPO 369072,2008/05/28 704 LINEAR
,2008 KS,0.821,1.127,0.08865,24.7,20170216,243.1,152.8,246.1,25.4,0.157,0.974,( 4d),MPO 140223,2008/05/28 G96 Mt. Lemmon Survey
,2008 JE,0.892,1.075,0.03132,25.8,20170216,237.9,316.9,39.2,7.0,0.093,0.984,( 7d),MPO 139317,2008/05/01 703 Catalina Sky Survey
,2008 GL20,0.713,1.075,0.00651,26.6,20170216,296.9,220.8,198.8,6.9,0.202,0.894,( 6d),MPO 138180,2008/04/09 704 LINEAR
,2008 GS3,0.534,1.175,0.16447,22.1,20170216,245.6,187.4,196.9,28.8,0.375,0.855,( 27d),MPO 139306,2008/04/07 704 LINEAR
,2008 FX6,0.806,1.040,0.01202,25.0,20170216,227.2,325.0,10.0,11.1,0.127,0.923,( 5d),MPO 138168,2008/03/30 704 LINEAR
,2008 EY68,0.179,1.311,0.03910,22.0,20170216,60.6,199.0,175.5,19.8,0.760,0.745,3,MPO 230242,2008/03/11 704 LINEAR
,2008 EA8,0.315,1.600,0.00542,22.2,20170216,293.5,145.6,225.6,1.8,0.671,0.957,( 7d),MPO 136047,2008/03/06 G96 Mt. Lemmon Survey
,2008 EE5,0.877,1.012,0.01948,19.7,20170216,57.2,20.1,321.3,44.8,0.072,0.945,2,MPO 162526,2008/03/04 G96 Mt. Lemmon Survey
,2008 EP,0.624,1.061,0.03848,24.2,20170216,347.5,21.5,348.1,15.8,0.260,0.843,( 8d),MPO 136045,2008/03/02 703 Catalina Sky Survey
,2008 DY22,0.636,1.007,0.01407,24.2,20170216,193.7,0.5,342.6,19.0,0.226,0.821,( 4d),MPO 136042,2008/02/29 703 Catalina Sky Survey
,2008 DF5,0.704,1.047,0.02511,23.4,20170216,119.2,28.6,338.1,41.9,0.196,0.876,( 2d),MPO 136040,2008/02/28 704 LINEAR
,2008 DL4,0.815,1.044,0.00810,26.9,20170216,128.7,42.3,341.3,3.2,0.123,0.929,( 10d),MPO 136039,2008/02/27 703 Catalina Sky Survey
,2008 CC175,0.476,1.434,0.11700,21.3,20170216,145.3,166.5,125.7,10.2,0.501,0.955,2,MPO 215151,2008/02/14 703 Catalina Sky Survey
,2008 CH116,0.273,1.052,0.22544,19.2,20170216,121.9,248.1,85.9,20.4,0.587,0.663,4,MPO 369067,2008/02/09 G96 Mt. Lemmon Survey
,2008 CH70,0.580,1.125,0.06587,24.4,20170216,317.9,188.1,144.5,6.5,0.320,0.853,( 19d),MPO 136030,2008/02/09 G96 Mt. Lemmon Survey
,2008 CY21,0.728,1.209,0.04588,24.6,20170216,262.0,53.9,322.9,10.7,0.249,0.969,( 4d),MPO 266906,2008/02/08 704 LINEAR
,2008 CL20,0.523,1.011,0.01483,25.3,20170216,353.0,349.7,321.3,15.9,0.319,0.767,( 4d),MPO 133581,2008/02/08 703 Catalina Sky Survey
,2008 CT1,0.501,1.324,0.00028,27.7,20170216,57.9,124.3,137.2,0.6,0.451,0.912,( 1d),MPO 133579,2008/02/03 704 LINEAR
,2008 CL1,0.829,1.093,0.09975,19.5,20170216,355.7,4.7,344.1,30.0,0.137,0.961,2,MPO 150085,2008/02/02 704 LINEAR
,2008 BP16,0.290,1.367,0.09387,21.7,20170216,259.0,155.4,139.9,29.2,0.650,0.829,3,MPO 285697,2008/01/30 G96 Mt. Lemmon Survey
,2008 BX2,0.565,1.150,0.03141,23.6,20170216,292.7,350.6,336.6,3.1,0.341,0.857,3,MPO 377792,2008/01/20 G96 Mt. Lemmon Survey
,2007 YS56,0.675,1.210,0.00230,25.7,20170216,81.4,63.7,274.6,6.2,0.284,0.943,( 11d),MPO 132015,2007/12/31 703 Catalina Sky Survey
,2007 YF,0.838,1.068,0.01445,24.8,20170216,66.1,35.0,277.3,1.7,0.120,0.953,( 26d),MPO 136008,2007/12/16 G96 Mt. Lemmon Survey
,2007 XP,0.719,1.255,0.02006,23.7,20071116,64.3,64.7,255.7,7.7,0.271,0.987,( 2d),MPO 130345,2007/12/04 703 Catalina Sky Survey
,2007 WC5,0.768,1.178,0.01441,27.3,20170216,317.3,66.4,236.7,8.5,0.210,0.973,( 1d),MPO 130343,2007/11/20 G96 Mt. Lemmon Survey
,2007 WM3,0.454,1.134,0.02220,23.1,20170216,148.1,204.1,55.5,6.5,0.428,0.794,( 29d),MPO 130342,2007/11/17 703 Catalina Sky Survey
,2007 VL243,0.262,1.668,0.38965,17.8,20170216,188.8,91.2,114.7,43.3,0.729,0.965,3,MPO 392326,2007/11/14 E12 Siding Spring Survey
,2007 VB188,0.683,1.080,0.03919,26.3,20170216,294.5,155.1,43.1,7.2,0.225,0.881,( 1d),MPO 129047,2007/11/13 G96 Mt. Lemmon Survey
,2007 VB138,0.440,1.106,0.02412,26.1,20170216,105.9,161.6,42.1,6.0,0.431,0.773,( 3d),MPO 129043,2007/11/09 G96 Mt. Lemmon Survey
,2007 VY137,0.551,1.246,0.04268,24.2,20170216,58.5,42.8,223.2,16.7,0.386,0.898,( 3d),MPO 129043,2007/11/09 G96 Mt. Lemmon Survey
,2007 VW83,0.703,1.100,0.06504,24.1,20170216,156.3,163.4,39.1,7.1,0.220,0.902,( 23d),MPO 130324,2007/11/07 704 LINEAR
,2007 VV83,0.872,1.061,0.03917,24.7,20170216,142.3,318.8,225.6,10.1,0.098,0.967,( 9d),MPO 129039,2007/11/07 704 LINEAR
,2007 VL8,0.600,1.272,0.11065,21.2,20170216,209.2,194.7,62.4,9.3,0.359,0.936,3,MPO 392325,2007/11/05 703 Catalina Sky Survey
,2007 VU6,0.888,1.065,0.01160,26.5,20170216,7.5,34.8,220.3,1.2,0.091,0.976,( 6d),MPO 129030,2007/11/03 G96 Mt. Lemmon Survey
,2007 VD3,0.826,1.118,0.12788,22.2,20170216,51.7,179.9,53.8,13.1,0.150,0.972,2,MPO 167691,2007/11/02 703 Catalina Sky Survey
,2007 VZ2,0.802,1.171,0.01949,24.7,20170216,262.8,70.7,217.7,31.0,0.187,0.986,( 2d),MPO 129029,2007/11/02 703 Catalina Sky Survey
,2007 US12,0.440,1.372,0.01355,22.0,20170216,10.1,44.6,211.1,8.8,0.515,0.906,5,MPO 361135,2007/10/30 703 Catalina Sky Survey
,2007 UP6,0.877,1.059,0.01452,23.0,20170216,37.4,236.3,31.4,9.6,0.094,0.968,2,MPO 148620,2007/10/22 704 LINEAR
,2007 UT3,0.465,1.082,0.00001,25.9,20170216,134.4,26.5,155.2,0.6,0.399,0.773,( 4d),MPO 126834,2007/10/19 704 LINEAR
,2007 UY1,0.784,1.118,0.00567,22.9,20170216,137.4,273.5,337.8,1.0,0.175,0.951,2,MPO 201116,2007/10/18 703 Catalina Sky Survey
,2007 UW1,0.798,1.017,0.00183,22.7,20170216,148.3,146.6,26.0,8.2,0.121,0.908,2,MPO 279093,2007/10/17 699 LONEOS
,2007 US,0.408,1.505,0.09664,22.7,20170216,89.7,202.8,24.3,12.0,0.573,0.957,( 3d),MPO 131985,2007/10/16 G96 Mt. Lemmon Survey
,2007 TN74,0.625,1.167,0.04903,25.6,20170216,254.3,146.2,14.9,9.9,0.303,0.896,( 3d),MPO 126826,2007/10/14 G96 Mt. Lemmon Survey
,2007 TR68,0.650,1.101,0.02688,25.9,20170216,26.1,144.9,18.1,11.4,0.257,0.876,( 3d),MPO 126824,2007/10/12 704 LINEAR
,2007 TD66,0.667,1.267,0.21881,21.8,20170216,110.6,1.3,205.2,14.9,0.310,0.967,3,MPO 201114,2007/10/12 G96 Mt. Lemmon Survey
,2007 TQ24,0.366,1.221,0.01665,22.1,20170216,217.2,30.0,183.6,10.6,0.539,0.794,3,MPO 315221,2007/10/11 703 Catalina Sky Survey
,2007 TL5,0.351,1.385,0.01212,25.9,20170216,286.5,219.1,12.1,13.0,0.595,0.868,( 1d),MPO 126814,2007/10/07 G96 Mt. Lemmon Survey
,2007 TH3,0.851,1.085,0.01386,24.7,20170216,48.5,238.0,11.9,8.2,0.121,0.968,( 35d),MPO 128955,2007/10/06 704 LINEAR
,2007 TD,0.321,1.059,0.00564,24.4,20170216,279.4,12.5,185.8,3.5,0.534,0.690,( 7d),MPO 126812,2007/10/02 E12 Siding Spring Survey
,2007 SG11,0.628,1.043,0.02578,22.6,20170216,296.7,345.7,193.7,6.9,0.248,0.835,( 20d),MPO 128953,2007/09/24 704 LINEAR
,2007 SW2,0.487,1.336,0.10649,21.4,20170216,176.1,174.0,339.7,8.6,0.466,0.912,2,MPO 271235,2007/09/20 703 Catalina Sky Survey
,2007 SV1,0.470,1.043,0.01079,24.7,20170216,286.4,189.8,348.0,4.1,0.378,0.756,( 18d),MPO 126810,2007/09/20 703 Catalina Sky Survey
,2007 RC20,0.768,1.146,0.01114,26.6,20170216,284.5,309.3,164.4,2.7,0.198,0.957,( 1d),MPO 124530,2007/09/14 703 Catalina Sky Survey
,2007 RO17,0.751,1.104,0.02462,25.8,20170216,344.0,196.5,354.2,2.4,0.191,0.928,( 4d),MPO 124529,2007/09/12 G96 Mt. Lemmon Survey
,2007 RP15,0.474,1.419,0.02697,22.8,20170216,164.0,47.3,171.9,15.1,0.499,0.946,( 6d),MPO 124528,2007/09/13 704 LINEAR
,2007 RF1,0.639,1.035,0.01165,26.1,20170216,322.2,350.8,159.9,2.6,0.237,0.837,( 3d),MPO 124524,2007/09/03 703 Catalina Sky Survey
,2007 PS25,0.422,1.036,0.01000,25.5,20170216,266.4,8.1,141.4,6.7,0.422,0.729,( 4d),MPO 122902,2007/08/13 704 LINEAR
,2007 PB8,0.489,1.272,0.15940,20.9,20170216,34.9,169.4,323.2,16.6,0.445,0.881,3,MPO 241915,2007/08/10 691 Spacewatch
,2007 ML24,0.487,1.031,0.02259,19.3,20170216,70.6,201.5,281.9,33.4,0.359,0.759,2,MPO 388929,2007/06/22 G96 Mt. Lemmon Survey
,2007 MC4,0.803,1.141,0.12447,21.1,20170216,177.0,358.3,109.4,19.2,0.174,0.972,2,MPO 141876,2007/06/19 703 Catalina Sky Survey
,2007 MF,0.935,1.033,0.01564,26.2,20170216,160.6,346.6,85.6,17.5,0.050,0.984,( 2d),MPO 121375,2007/06/16 E12 Siding Spring Survey
,2007 JB21,0.879,1.093,0.00064,25.4,20170216,91.5,250.7,227.9,13.4,0.109,0.986,( 7d),MPO 120886,2007/05/12 704 LINEAR
,2007 HA,0.473,1.312,0.01487,20.3,20170216,157.5,133.2,205.8,33.0,0.470,0.893,3,MPO 369055,2007/04/16 704 LINEAR
,2007 FN3,0.729,1.257,0.14590,23.3,20170216,252.9,138.1,177.6,48.4,0.266,0.993,( 1d),MPO 118244,2007/03/20 G96 Mt. Lemmon Survey
,2007 EB26,0.119,0.980,0.11375,19.6,20170216,16.6,237.6,62.1,8.4,0.783,0.550,( 6d),MPO 118221,2007/03/10 G96 Mt. Lemmon Survey
,2007 EG,0.478,1.032,0.00878,24.6,20170216,259.2,169.1,166.2,3.1,0.367,0.755,( 6d),MPO 118215,2007/03/09 703 Catalina Sky Survey
,2007 EF,0.484,1.157,0.02587,21.4,20170216,234.0,226.0,158.4,21.7,0.410,0.820,3,MPO 311293,2007/03/09 G96 Mt. Lemmon Survey
,2007 EC,0.747,1.110,0.02333,22.2,20170216,219.5,46.3,307.7,5.9,0.196,0.928,2,MPO 369054,2007/03/02 644 NEAT
,2007 DB61,0.516,1.107,0.01270,23.6,20170216,352.4,209.2,159.2,5.4,0.364,0.811,( 16d),MPO 122878,2007/02/25 704 LINEAR
,2007 DM8,0.625,1.351,0.01490,26.2,20170216,138.4,61.4,332.5,7.5,0.368,0.988,( 4d),MPO 116402,2007/02/21 G96 Mt. Lemmon Survey
,2007 DE8,0.601,1.147,0.05038,23.3,20170216,319.8,327.0,327.0,13.1,0.312,0.874,( 1d),MPO 116401,2007/02/21 G96 Mt. Lemmon Survey
,2007 DD,0.873,1.102,0.00382,25.8,20170216,149.2,77.6,329.0,2.6,0.116,0.987,4,MPO 306976,2007/02/17 703 Catalina Sky Survey
,2007 CA27,0.568,1.163,0.13096,21.3,20170216,333.2,200.1,123.0,30.0,0.344,0.866,3,MPO 327002,2007/02/13 703 Catalina Sky Survey
,2007 CT26,0.524,1.186,0.00220,23.4,20170216,335.3,44.5,321.6,2.9,0.387,0.855,3,MPO 339403,2007/02/13 704 LINEAR
,2007 CM26,0.773,1.112,0.06089,25.1,20170216,197.4,152.5,142.6,7.1,0.180,0.943,( 11d),MPO 116394,2007/02/10 G96 Mt. Lemmon Survey
,2007 CS5,0.811,1.150,0.00077,24.6,20170216,206.9,261.4,125.3,0.8,0.173,0.980,( 16d),MPO 116391,2007/02/07 G96 Mt. Lemmon Survey
,2007 BU7,0.627,1.264,0.00887,24.1,20170216,67.5,241.6,120.3,21.1,0.337,0.945,( 7d),MPO 114833,2007/01/24 699 LONEOS
,2007 BD,0.481,0.986,0.00087,25.4,20170216,198.9,359.3,297.5,9.3,0.344,0.734,( 4d),MPO 118187,2007/01/16 703 Catalina Sky Survey
,2007 BB,0.805,1.068,0.00065,27.8,20170216,323.1,300.0,297.6,3.5,0.140,0.936,( 2d),MPO 114832,2007/01/17 703 Catalina Sky Survey
,2007 AA9,0.497,1.219,0.01574,22.4,20170216,358.2,55.9,270.9,6.8,0.420,0.858,3,MPO 327000,2007/01/13 704 LINEAR
,2007 AM,0.426,1.172,0.09701,21.7,20170216,245.7,172.5,107.1,11.7,0.467,0.799,2,MPEC 2016-Y93,2007/01/08 G96 Mt. Lemmon Survey
,2007 AG,0.451,0.990,0.00244,20.1,20170216,0.9,5.6,283.3,11.9,0.374,0.720,6,MPO 373461,2007/01/08 G96 Mt. Lemmon Survey
,2006 YM,0.787,1.009,0.02181,24.4,20170216,172.6,171.1,86.4,12.9,0.123,0.898,( 8d),MPO 114822,2006/12/18 704 LINEAR
,2006 XP4,0.685,1.060,0.00411,23.9,20170216,333.3,345.1,295.0,0.5,0.215,0.873,2,MPO 369052,2006/12/14 G96 Mt. Lemmon Survey
,2006 XO4,0.586,1.092,0.02761,23.4,20170216,214.7,29.1,266.7,8.5,0.301,0.839,2,MPEC 2016-Y82,2006/12/14 G96 Mt. Lemmon Survey
,2006 XX2,0.681,1.288,0.01610,25.1,20170216,228.4,67.5,260.6,17.5,0.308,0.984,( 8d),MPO 113004,2006/12/12 704 LINEAR
,2006 WR127,0.566,1.248,0.19061,20.3,20170216,128.8,351.4,260.8,16.8,0.376,0.907,4,MPO 254755,2006/11/25 G96 Mt. Lemmon Survey
,2006 WE4,0.641,0.928,0.10242,18.9,20170216,99.1,318.6,311.0,24.8,0.183,0.785,5,MPO 369051,2006/11/21 G96 Mt. Lemmon Survey
,2006 WO3,0.442,1.158,0.13253,21.6,20170216,255.7,9.7,252.6,21.2,0.447,0.800,4,MPEC 2016-Y58,2006/11/20 703 Catalina Sky Survey
,2006 WV1,0.589,1.067,0.00952,25.9,20170216,78.2,149.5,61.6,5.6,0.289,0.828,( 1d),MPO 111419,2006/11/19 703 Catalina Sky Survey
,2006 WB,0.696,1.002,0.00338,22.8,20170216,227.0,162.1,65.2,4.9,0.180,0.849,2,MPO 279075,2006/11/16 703 Catalina Sky Survey
,2006 VG13,0.569,1.066,0.04616,21.5,20170216,161.7,115.2,96.6,5.9,0.304,0.818,2,MPO 166263,2006/11/13 E12 Siding Spring Survey
,2006 VY2,0.556,1.229,0.07482,22.7,20170216,308.6,327.0,231.2,14.6,0.377,0.892,( 14d),MPO 111384,2006/11/11 691 Spacewatch
,2006 VX2,0.663,1.206,0.02205,24.6,20170216,39.9,126.5,47.3,9.8,0.291,0.934,2,MPO 354418,2006/11/11 703 Catalina Sky Survey
,2006 UZ215,0.706,1.074,0.00881,25.5,20170216,219.3,222.3,35.2,14.3,0.207,0.890,( 4d),MPO 111369,2006/10/29 703 Catalina Sky Survey
,2006 UL185,0.420,1.268,0.20362,21.2,20170216,251.4,177.3,52.3,19.4,0.502,0.844,4,MPEC 2016-W14,2006/10/28 703 Catalina Sky Survey
,2006 TU7,0.451,1.251,0.02281,21.9,20170216,327.7,68.6,91.9,2.9,0.470,0.851,3,MPO 215114,2006/10/12 E12 Siding Spring Survey
,2006 TL,0.567,1.314,0.04553,23.9,20170216,39.0,315.2,195.4,11.6,0.397,0.940,2,MPO 388919,2006/10/01 G96 Mt. Lemmon Survey
,2006 SU217,0.813,1.157,0.02539,25.3,20170216,338.9,38.5,193.7,2.6,0.175,0.985,( 15d),MPO 201103,2006/09/30 691 Spacewatch
,2006 SF77,0.618,1.225,0.06059,21.6,20170216,15.9,224.3,1.3,32.5,0.329,0.922,( 23d),MPO 164297,"2006/09/23 152 K. Cernis, J. Zdanavicius"
,2006 SP19,0.622,1.139,0.04530,24.2,20170216,56.4,166.3,358.2,4.6,0.293,0.881,( 31d),MPO 111232,2006/09/19 691 Spacewatch
,2006 SF6,0.683,1.215,0.01925,20.0,20170216,280.4,305.6,228.1,5.9,0.281,0.949,4,MPEC 2016-W57,2006/09/17 703 Catalina Sky Survey
,2006 SE6,0.527,1.083,0.03644,22.8,20170216,335.6,183.2,347.3,4.8,0.346,0.805,( 50d),MPO 215111,2006/09/17 291 Spacewatch
,2006 RJ1,0.665,1.236,0.00152,22.2,20170216,217.3,110.3,93.5,1.4,0.301,0.951,2,MPO 130244,2006/09/12 703 Catalina Sky Survey
,2006 QQ56,0.940,1.030,0.01467,25.9,20170216,97.3,331.6,161.2,2.8,0.046,0.985,( 19d),MPO 111192,2006/08/25 704 LINEAR
,2006 QQ23,0.575,1.032,0.03367,20.1,20170216,32.8,124.8,4.9,3.4,0.285,0.804,3,MPO 303321,2006/08/21 E12 Siding Spring Survey
,2006 NL,0.360,1.336,0.05656,20.0,20170216,318.0,29.4,115.2,20.1,0.576,0.848,5,MPO 386764,2006/07/02 704 LINEAR
,2006 HV50,0.628,1.070,0.03234,23.6,20170216,80.5,22.6,34.7,16.4,0.261,0.849,( 7d),MPO 102326,2006/04/26 704 LINEAR
,2006 HV5,0.576,1.109,0.01591,19.7,20170216,248.5,317.5,36.0,32.0,0.316,0.842,2,MPO 380338,2006/04/19 704 LINEAR
,2006 GB,0.787,1.131,0.00957,20.3,20170216,309.2,242.8,183.8,10.1,0.179,0.959,3,MPO 141847,2006/04/02 704 LINEAR
,2006 FH36,0.765,1.145,0.01640,22.9,20170216,330.7,154.7,280.7,1.6,0.199,0.955,2,MPO 121856,2006/03/31 E12 Siding Spring Survey
,2006 FK,0.606,1.239,0.19332,21.2,20170216,263.6,3.2,15.2,14.6,0.343,0.922,4,MPO 294815,2006/03/23 703 Catalina Sky Survey
,2006 DM63,0.349,1.042,0.00022,26.7,20170216,111.7,19.0,334.9,1.7,0.498,0.695,( 1d),MPO 102293,2006/02/27 G96 Mt. Lemmon Survey
,2006 BX147,0.232,1.354,0.04054,21.4,20060125,70.6,201.4,140.8,12.9,0.707,0.793,( 10d),MPO 183615,2006/01/27 E12 Siding Spring Survey
,2006 BA9,0.578,1.246,0.07200,22.7,20170216,19.8,25.6,305.9,8.3,0.366,0.912,2,MPO 252968,2006/01/24 691 Spacewatch
,2006 AM4,0.345,1.620,0.01110,21.8,20170216,61.9,139.8,123.2,4.1,0.649,0.982,3,MPO 167657,2006/01/08 G96 Mt. Lemmon Survey
,2005 YU128,0.524,1.020,0.02170,25.3,20170216,309.1,190.0,100.6,7.7,0.322,0.772,( 5d),MPO 98055,2005/12/30 704 LINEAR
,2005 YO128,0.577,1.065,0.01344,24.6,20170216,215.2,328.4,281.7,15.6,0.297,0.821,( 6d),MPO 98055,2005/12/30 703 Catalina Sky Survey
,2005 YQ96,0.495,0.991,0.02039,20.4,20170216,329.1,340.1,282.7,22.2,0.334,0.743,4,MPO 369039,2005/12/30 703 Catalina Sky Survey
,2005 YR3,0.596,1.044,0.00527,23.1,20170216,164.5,218.0,75.3,3.3,0.274,0.820,2,MPO 152132,2005/12/22 704 LINEAR
,2005 YO3,0.477,1.043,0.01556,25.1,20170216,73.6,20.1,274.3,12.8,0.373,0.760,( 13d),MPO 98031,2005/12/23 704 LINEAR
,2005 XT77,0.617,1.065,0.02568,21.2,20170216,38.2,149.9,84.8,17.2,0.266,0.841,3,MPO 369038,2005/12/10 699 LONEOS
,2005 XZ7,0.658,1.278,0.04760,24.2,20170216,356.4,238.6,75.7,32.6,0.320,0.968,( 4d),MPO 98019,2005/12/07 691 Spacewatch
,2005 WS3,0.285,1.058,0.06584,21.2,20170216,334.6,176.1,69.4,23.1,0.576,0.672,3,MPEC 2016-Y68,2005/11/25 G96 Mt. Lemmon Survey
,2005 VN5,0.725,1.166,0.00089,27.0,20170216,6.9,116.2,48.3,2.1,0.233,0.945,( 2d),MPO 90384,2005/11/10 703 Catalina Sky Survey
,2005 VL1,0.692,1.094,0.00017,27.0,20170216,263.5,228.4,37.5,0.2,0.225,0.893,( 17d),MPO 97959,2005/11/04 704 LINEAR
,2005 VK1,0.425,1.058,0.06503,22.6,20170216,56.6,358.6,223.7,24.5,0.426,0.741,( 2d),MPO 90383,2005/11/04 703 Catalina Sky Survey
,2005 UV64,0.847,1.069,0.02500,26.5,20170216,253.3,313.9,216.0,5.4,0.116,0.958,( 6d),MPO 90353,2005/10/31 691 Spacewatch
,2005 UE1,0.741,1.045,0.00102,26.2,20170216,18.4,139.7,32.6,5.6,0.170,0.893,( 2d),MPO 90332,2005/10/24 704 LINEAR
,2005 TH50,0.648,1.025,0.00080,28.0,20170216,84.6,20.1,194.5,0.8,0.225,0.836,( 4d),MPO 87828,2005/10/11 691 Spacewatch
,2005 TG50,0.799,1.048,0.01247,24.8,20170216,119.3,200.9,344.4,2.4,0.135,0.923,2,MPO 274959,2005/10/11 699 LONEOS
,2005 TE49,0.599,1.298,0.00832,26.7,20170216,20.7,304.9,195.1,4.8,0.368,0.948,( 4d),MPO 87828,2005/10/07 691 Spacewatch
,2005 TQ45,0.635,1.020,0.01845,25.6,20170216,206.3,185.9,14.9,25.6,0.233,0.827,( 3d),MPO 87827,2005/10/07 G96 Mt. Lemmon Survey
,2005 TM,0.490,1.192,0.02374,24.7,20170216,145.2,152.1,8.4,5.2,0.417,0.841,( 6d),MPO 87820,2005/10/01 G96 Mt. Lemmon Survey
,2005 SP9,0.326,1.406,0.05141,21.2,20170216,128.9,228.1,354.8,27.7,0.624,0.866,3,MPO 186972,2005/09/25 704 LINEAR
,2005 RB3,0.532,1.223,0.04822,22.6,20170216,227.2,320.4,165.9,36.0,0.394,0.877,( 7d),MPO 87755,2005/09/03 703 Catalina Sky Survey
,2005 QP11,0.804,1.147,0.01018,26.4,20170216,224.3,119.9,334.8,4.0,0.176,0.976,( 9d),MPO 87722,2005/08/28 691 Spacewatch
,2005 OU1,0.664,1.288,0.12703,20.1,20170216,127.9,204.8,309.7,12.5,0.320,0.976,4,MPO 201091,2005/07/27 644 NEAT
,2005 NJ63,0.502,1.236,0.21827,21.0,20170216,278.7,1.7,120.9,26.5,0.422,0.869,3,MPO 303312,2005/07/12 703 Catalina Sky Survey
,2005 NE21,0.398,1.181,0.05650,21.2,20170216,353.0,194.7,289.8,10.6,0.496,0.789,3,MPO 237341,2005/07/07 699 LONEOS
,2005 MO13,0.509,1.218,0.04305,20.7,20170216,52.4,250.1,176.6,6.3,0.411,0.864,3,MPO 266882,2005/06/30 703 Catalina Sky Survey
,2005 MR5,0.601,1.105,0.07999,20.5,20170216,85.7,190.6,263.6,27.8,0.296,0.853,2,MPO 159100,2005/06/26 644 NEAT
,2005 MF5,0.496,1.111,0.08097,21.7,20170216,242.7,349.7,98.0,29.7,0.382,0.804,( 8d),MPO 87686,2005/06/27 699 LONEOS
,2005 KA,0.662,1.020,0.01073,24.7,20170216,283.0,182.4,225.5,3.0,0.213,0.841,2,MPO 336434,2005/05/16 703 Catalina Sky Survey
,2005 HN3,0.568,1.142,0.07844,21.2,20170216,100.4,6.2,59.5,7.9,0.336,0.855,4,MPO 380336,2005/04/21 704 LINEAR
,2005 GZ128,0.822,1.081,0.01843,25.8,20050331,102.8,230.7,203.1,18.7,0.136,0.952,( 4d),MPO 77871,2005/04/13 704 LINEAR
,2005 GB120,0.479,1.104,0.07391,20.4,20170216,61.1,243.7,161.0,9.2,0.395,0.791,2,MPO 178016,2005/04/12 699 LONEOS
,2005 GE60,0.723,1.194,0.00520,22.1,20170216,104.1,112.8,229.9,5.6,0.246,0.959,( 31d),MPO 77864,2005/04/09 E12 Siding Spring Survey
,2005 GR33,0.479,1.078,0.01141,22.1,20170216,317.0,334.6,22.7,28.0,0.385,0.778,3,MPO 386754,2005/04/06 699 LONEOS
,2005 FN,0.625,1.242,0.00090,26.9,20170216,355.2,120.9,177.3,3.8,0.330,0.934,( 1d),MPO 77855,2005/03/17 704 LINEAR
,2005 FC,0.670,1.167,0.02328,24.5,20170216,86.4,310.9,0.2,12.8,0.270,0.918,( 9d),MPO 215091,2005/03/16 703 Catalina Sky Survey
,2005 ES70,0.468,1.058,0.05170,23.8,20170216,160.1,351.1,352.9,20.8,0.386,0.763,5,MPO 342214,2005/03/09 703 Catalina Sky Survey
,2005 EP1,0.207,1.575,0.01250,23.7,20170216,16.3,328.1,344.3,16.2,0.768,0.891,( 4d),MPO 77816,2005/03/03 703 Catalina Sky Survey
,2005 CN61,0.922,1.056,0.01924,25.3,20170216,171.8,248.6,146.7,9.6,0.068,0.989,( 6d),MPO 74497,2005/02/14 703 Catalina Sky Survey
,2005 BU,0.593,1.102,0.01389,26.7,20170216,297.0,38.9,296.8,13.0,0.300,0.847,( 2d),MPO 74483,2005/01/16 704 LINEAR
,2004 YA5,0.375,1.243,0.05096,22.6,20170216,349.7,31.3,269.9,28.2,0.537,0.809,( 13d),MPO 74468,2004/12/18 704 LINEAR
,2004 YD,0.640,1.045,0.05456,24.0,20170216,66.7,7.9,265.5,12.1,0.241,0.843,( 9d),MPO 74467,2004/12/17 699 LONEOS
,2004 YC,0.596,1.140,0.00265,25.6,20170216,116.4,47.5,263.3,6.1,0.313,0.868,( 5d),MPO 74467,2004/12/17 704 LINEAR
,2004 XL14,0.448,1.071,0.02623,21.2,20170216,354.0,157.6,85.6,21.5,0.410,0.760,3,MPO 331243,2004/12/10 703 Catalina Sky Survey
